CTPS Code,CTPS Name,Customer Code,Domestic/International
010676,MELVIN BREWING ALPINE,481887,DOMESTIC
010679,MIAMI COCKTAIL,535734,DOMESTIC
010837,POLAR BEVERAGE FITZGERALD,546513,DOMESTIC
010837,POLAR BEVERAGE FITZGERALD,416321,DOMESTIC
010680,MICROBRASSERIE BEEMER,499534,DOMESTIC
010681,MID OAK DISTILLERY,538847,DOMESTIC
011012,TEAKOE TEA,507987,DOMESTIC
010682,MIKERPHONE BREWING LLC,538492,DOMESTIC
010744,NITRO JOES,525211,DOMESTIC
010690,MISSION BREWERY,280057,DOMESTIC
010700,MOLSON,30541,
010702,MOODY ALES,468164,
011006,TALKINGRAIN BEVERAGE KENT,541755,DOMESTIC
010703,MOONRAKER BREWING,504073,
010706,MOTHER ROAD MOBILE CANNING,386089,DOMESTIC
010707,MOTHERLODE,553772,DOMESTIC
010944,SHANNON BREWING,459188,DOMESTIC
010708,MOTHERLODE MILWAUKEE,529529,DOMESTIC
011113,WHITEWATER BREWING OTTAWA,547065,DOMESTIC
010711,MOUNTAIN STATE BREWING,497467,DOMESTIC
010713,MPL BRANDS,560585,DOMESTIC
010715,MULE 2.0 LA CROSSE,551081,DOMESTIC
010716,MUSKOKA BREWERY,31587,DOMESTIC
010717,MUSSON INTERNATIONAL,497969,INTERNATIONAL
010897,REVHONEY,513826,DOMESTIC
010897,REVHONEY,532550,DOMESTIC
010719,NBC PACKAGING,553334,DOMESTIC
011034,TOD CREEK CIDER,380331,DOMESTIC
010723,NESTLE WATERS/POWER BRANDS,551128,DOMESTIC
010724,NEW AGE BEVERAGES/CITY BREWING,48098,DOMESTIC
010735,NEW TERRAIN BREWING,501489,DOMESTIC
010829,PHI AUTOMATION EL MARQUES,535953,INTERNATIONAL
010849,PRICE CONTAINER AND PACKAGING WILLARD,537684,DOMESTIC
010730,NEW HOLLAND BREWING MI,562652,DOMESTIC
011079,VERMONT HARD CIDER MIDDLEBURY,531493,DOMESTIC
010732,NEW ORLEANS LAGER & ALE BREWING,67205,DOMESTIC
010733,NEW SARUM BREWING,499340,
011105,WEST COAST CAN,547268,DOMESTIC
011105,WEST COAST CAN,558864,DOMESTIC
011105,WEST COAST CAN,242368,DOMESTIC
010734,NEW SOUTH BREWING,31616,DOMESTIC
011050,TRINIDAD WEST INDIES,35553,INTERNATIONAL
010738,NEWPORT BREW,534707,DOMESTIC
010739,NH KELMAN INC. SCRAP RECYCLING,511089,DOMESTIC
010741,NINE PIN CIDER WORKS BROADWAY,442431,DOMESTIC
010975,SPELLBOUND BREWING,488077,DOMESTIC
010742,NINTH PLANET BEVERAGE DEER PARK,523821,DOMESTIC
010742,NINTH PLANET BEVERAGE DEER PARK,555090,DOMESTIC
010742,NINTH PLANET BEVERAGE DEER PARK,492068,DOMESTIC
010890,REFRESCO WHARTON,40969,DOMESTIC
010743,NIPPON CLOSURES HIRATSUKA CITY,538441,
011049,TRIMTAB BREWING,526811,DOMESTIC
010772,OPTIMUS FULFILL,549175,DOMESTIC
010772,OPTIMUS FULFILL,541721,DOMESTIC
010772,OPTIMUS FULFILL,557212,DOMESTIC
010911,ROCKY MOUNTAIN BREWING,506749,DOMESTIC
010972,SOUTHWEST WINES,523426,DOMESTIC
010749,NORTH 40 VENTURES,543742,
010765,OLD NATION BREWING,533780,DOMESTIC
010751,NORTHERN SUPERIOR BREWING,502641,DOMESTIC
010907,RIVAL BREWING CO SA DE CV/BALL MEXICALI,548981,INTERNATIONAL
010907,RIVAL BREWING CO SA DE CV/BALL MEXICALI,546994,INTERNATIONAL
010752,NORTHSTAR BEVERAGE,553326,DOMESTIC
010946,SHASTA HAYWARD,36943,DOMESTIC
010755,OAKSHIRE BREWING,221031,DOMESTIC
010773,ORANGE CITY BREWERY DBA DARWIN BREWING,434773,DOMESTIC
010845,POWER BRANDS CONSULTING EAST COAST CRUSH NAPLES,548367,DOMESTIC
011040,TOPATOPA BREWING,526694,DOMESTIC
010830,PHILIPSBURG BREWING BREWERY ROAD,470213,DOMESTIC
010830,PHILIPSBURG BREWING BREWERY ROAD,501930,DOMESTIC
010868,RAY VENTURES ,537887,DOMESTIC
010945,SHASTA GAINSVILLE,36935,DOMESTIC
010780,OSKAR BLUES DOWNINGTOWN,517173,DOMESTIC
011051,TRIPACK,529799,DOMESTIC
010761,ODYSSEY BEERWERKS,443768,DOMESTIC
011074,VALKYRIAN CANNING,543814,DOMESTIC
010763,OLD BLACK BEAR BREWING,420988,DOMESTIC
011023,THIRSTY BEVERAGES,549108,DOMESTIC
011133,YARDS BREWING,539541,DOMESTIC
010766,OLD YALE BREWING,106155,DOMESTIC
010766,OLD YALE BREWING,496801,DOMESTIC
010769,OMNILIFE,497230,INTERNATIONAL
010771,OMNISOURCE SOUTHEAST KERNERSVILLE,480753,DOMESTIC
010910,ROASTERIE,497678,DOMESTIC
010775,ORORA BEVERAGE CANS,550918,DOMESTIC
011125,WISPAK MANKATO,35879,DOMESTIC
010777,ORORA PACKAGING SOLUTIONS SAN MARCOS,543363,DOMESTIC
010782,OUTER LIGHT BREWING,503302,DOMESTIC
010864,R&D BREWING,547621,DOMESTIC
010785,PACIFIC MOUNTAIN LOGISTICS,553449,DOMESTIC
010790,PEAK ORGANIC BREWING,328321,DOMESTIC
010791,PEAK ORGANIC BREWING MIDDLEBURY,510131,DOMESTIC
010793,PEPSI AUSTIN,37284,DOMESTIC
010794,PEPSI BOTTLING COMPANY AYER,532613,DOMESTIC
010904,RIGHTWATER,548404,DOMESTIC
010802,PEPSI GARNER,36821,DOMESTIC
010930,SAN LUIS OBISPO,548287,DOMESTIC
010807,PEPSI MARION,37364,
010813,PEPSI ROCKFORD,522028,DOMESTIC
011120,WINE SECRETS,530773,DOMESTIC
011120,WINE SECRETS,484738,DOMESTIC
011120,WINE SECRETS,535312,DOMESTIC
011077,VERMONT CIDER,548130,DOMESTIC
011141,ZILKER BREWING,490775,DOMESTIC
010933,SAXCO INTERNATIONAL ALLEN,550707,DOMESTIC
010826,PERSIMMON HOLLOW BREWING,518491,DOMESTIC
010826,PERSIMMON HOLLOW BREWING,553908,DOMESTIC
010828,PHASE TWO WINERY,551380,DOMESTIC
010862,QUIDI VIDI,527945,DOMESTIC
010862,QUIDI VIDI,568309,DOMESTIC
010974,SPECKLEBELLYS,481490,DOMESTIC
010831,PHILIPSBURG BREWING RICK JONES WAY,553019,DOMESTIC
010832,PHILLIPS BREWING,43553,DOMESTIC
010833,PHILLIPS BREWING BURNABY,532461,
010834,PHUSION PROJECTS VANCOUVER,557191,DOMESTIC
010835,PIKE BREWING,482011,
010836,PLENTY BREWERY BHAVA,537908,
010936,SAXCO INTERNATIONAL SAN DIEGO,529924,DOMESTIC
010839,POLAR WORCESTER,542379,DOMESTIC
011080,VICTOR MANUEL GONZALEZ BARAJAS,553107,INTERNATIONAL
010941,SEMILLAS Y AGROPRODUCTOS MORENO RETIS,553158,INTERNATIONAL
011059,TWO BEERS BREW SEATTLE,531346,DOMESTIC
011036,TONEJET MELBOURN,551540,INTERNATIONAL
010842,POST-GAME BREWING TORONTO,503791,DOMESTIC
010842,POST-GAME BREWING TORONTO,575744,DOMESTIC
010844,POUR RICHARDS COFFEE,548383,DOMESTIC
011005,TALBOTTS MOUNTAIN GOLD,479349,DOMESTIC
010860,Q4Q BEER BRAMPTON,528041,DOMESTIC
010850,PRIORITY ONE FAIRFIELD,55550244,
011132,YAMAMOTOYAMA,550352,DOMESTIC
010896,REUNION BREWING,470150,DOMESTIC
010954,SHERWAY GROUP,446977,DOMESTIC
010969,SOUTHERN TIER BREWING CROWN VALLEY,537131,DOMESTIC
010969,SOUTHERN TIER BREWING CROWN VALLEY,553713,DOMESTIC
010852,PRO VISION TRAN,533368,
010854,PRODUCTORA Y COMERCIALIZADORA ARTESANA,555410,INTERNATIONAL
010861,QUALAMEX COTT,497336,INTERNATIONAL
011093,VONS NORWALK,552817,DOMESTIC
010958,SINGIN RIVER BREWING,393625,DOMESTIC
011038,TOP IT OFF BOTTLING,554468,DOMESTIC
010885,REFRESCO SIKESTON,542416,DOMESTIC
011030,TILLAMOOK,538521,DOMESTIC
010874,RED CYPRESS BREWERY,539276,
010940,SCORCHED EARTH BREWING,552876,DOMESTIC
011098,WE SLEEVE IT AUSTIN,524357,DOMESTIC
010976,SPICY FROG CERVECERIAS,555401,INTERNATIONAL
010906,RIO RANCHO,526635,DOMESTIC
011072,URIEL CRUZ PINEDA,544631,INTERNATIONAL
010881,REFRESCO MONTANA,543961,DOMESTIC
010883,REFRESCO POINTE CL,556113,DOMESTIC
011047,TRENCH BREWING & DISTILLING,555321,DOMESTIC
010887,REFRESCO WA,556615,
010901,RHOMBUS GUYS BREWING,482071,DOMESTIC
010891,REFRESCO WILSON,539452,DOMESTIC
010942,SEVEN STILLS,537983,DOMESTIC
010893,REFUGE BREWERY,502123,
010895,REIGN WATER MT,558282,DOMESTIC
010994,SUN RYPE PRODUCTS,551435,DOMESTIC
010994,SUN RYPE PRODUCTS,500515,DOMESTIC
010900,REXAM BEVERAGE CAN AMERICAS,55550138,
010903,RICON,519769,
010973,SPEAKEASY,557204,INTERNATIONAL
011039,TOPA TOPA BREWING,550441,DOMESTIC
011042,TOPSAIL BREWING DBA FAIR WINDS BREWING,485802,DOMESTIC
010909,RIVERWALK BREWING CO/PARKER,514061,DOMESTIC
010909,RIVERWALK BREWING CO/PARKER,511417,DOMESTIC
011130,WSJ,507830,DOMESTIC
011130,WSJ,567808,DOMESTIC
010916,ROWDY MERMAID KOMBUCHA,546214,DOMESTIC
010916,ROWDY MERMAID KOMBUCHA,565520,DOMESTIC
010964,SMARTMOUTH BREWING,482169,DOMESTIC
010918,ROYAL PACKAGING/SARATOGA SPRINGS,559613,INTERNATIONAL
010919,RS LIPMAN,483583,DOMESTIC
011117,WINE AND BEER SUPPLY GLEN ALLEN,557853,DOMESTIC
011071,URBANTREE HARD CIDER,553297,DOMESTIC
011091,VITA COCO/CASTLE COPACKERS,558240,DOMESTIC
010932,SAUGATUCK BREWING,533376,
011021,THE BRUERY,521869,DOMESTIC
010938,SCHMALTZ BREWING,357721,
011008,TANDEM CIDERS,476957,DOMESTIC
011019,TERRAVANT WINE COMPANY,534221,DOMESTIC
011019,TERRAVANT WINE COMPANY,556121,DOMESTIC
010943,SEVENTH SON BREWING,535072,DOMESTIC
011119,WINE GROUP RIPON,492210,DOMESTIC
010952,SHEBEEN BREWING,282538,
011068,UNKNOWN BREWING,485992,DOMESTIC
010953,MILLER COORS SHENENDOAH,32651,
010955,SHERWAY WAREHOUSING,539698,
011102,WE SLEEVE IT-LACEY,560892,DOMESTIC
011097,WALLACE BREWING,512911,DOMESTIC
011082,VICTORY PACKAGING AURORA,557159,DOMESTIC
011145,CASK/ANGRY MINNOW BREWING,47520,DOMESTIC
010977,SPINNAKERS BREW PUB,148241,DOMESTIC
010968,SOUTHERN BARREL,479277,DOMESTIC
010971,SOUTHSIDE BEVERAGE BC,554441,DOMESTIC
011219,CASK/MILE 37 CRAFT CANNING COMPANY,511847,DOMESTIC
010983,STEEL BARREL,512954,
011073,UTAH BREWERS,257877,DOMESTIC
011129,WONDERLAND BREWING CO,444761,DOMESTIC
010987,STONECHURCH VINEYARD AND WINERY HOLDINGS,386097,DOMESTIC
010991,STRYDER,512268,
010991,STRYDER,558346,
011170,SUNSHINE BEVERAGES/NVE PHARMACEUTICALS - 478670,478670,DOMESTIC
010999,SUTTER HOME WINERY,479867,DOMESTIC
011003,SYCAMORE BREWING,505800,DOMESTIC
011009,TAP HOPPER TOURS,517165,DOMESTIC
011009,TAP HOPPER TOURS,525827,DOMESTIC
011197,ESCUTCHEON BREWING CO,478821,DOMESTIC
011011,TAWSE FAMILY WINERY,528673,
011017,TERRA AQUA MARINE SERVICES ,557407,INTERNATIONAL
011064,UNCLE BEARS BREWERY PHOENIX,502730,DOMESTIC
011024,THOMAS HOOKER BREWING,503345,DOMESTIC
011025,THORN BREWING,550678,DOMESTIC
011026,THREE FLOYDS BREWING MUNSTER,539111,
011234,CI CERVEZA GMBH/NAVA,573466,INTERNATIONAL
011286,CERVECERIA ARTESANAL SONORA SA DE CV,574418,INTERNATIONAL
011157,ZUCKERMAN HONICKMAN/TIRED HANDS BREWING,563073,DOMESTIC
011157,ZUCKERMAN HONICKMAN/TIRED HANDS BREWING,573271,DOMESTIC
011032,TKT HEINEKEN,55550498,
011033,TMSI WINDSOR,55550221,
011235,ROYAL  PACKAGING/INDUSTRIAL ARTS BREWING,574469,DOMESTIC
011151,PEPSICO FINANCIAL/ROCKFORD/BERNER CHERRY,560201,DOMESTIC
011280,BEVSOURCE/CITY BREWING CO,559509,DOMESTIC
011287,BEVSOURCE/FOUR SONS BREWING,573159,DOMESTIC
011277,PBC HOWELL,30710,DOMESTIC
011285,CASK/TEXAS LEAGUER BREWING COMPANY,564181,DOMESTIC
011043,TORQUE BREWING,492527,
011245,PBC/TWINSBURG,37313,DOMESTIC
011278,PBG/ CANADA/MONCTON,39677,INTERNATIONAL
011275,PARADOX BREWERY,491102,DOMESTIC
011212,HIGH WATER BREWING COMPANY/DENVER,546071,DOMESTIC
011160,NATIONAL DRY COMPANY LIMITED,551064,INTERNATIONAL
011253,SOCIABLE CIDER WERKS /BROADWAY WAREHOUSE,493394,DOMESTIC
011253,SOCIABLE CIDER WERKS /BROADWAY WAREHOUSE,409877,DOMESTIC
011056,TURNING BASIN,537801,
011281,HIGH PARK HOLDINGS LTD,565191,INTERNATIONAL
011238,OSKAR BLUES/LUCKY CLOVER PACKAGING BALTI,567963,DOMESTIC
011058,TWIN LAKES BREWING,46720,
011279,CCGL/ALSIP,532285,DOMESTIC
011247,DIXIE CANNER/MOBILE CANNING TRESLE PLACE,556885,DOMESTIC
011189,MCDONALDS WHOLESALE CO,565503,DOMESTIC
011193,TWELVE PERCENT LLC,563583,DOMESTIC
011140,ZERO GRAVITY CRAFT BREWERY,552403,DOMESTIC
011282,ARTERRA WINES/ROUGEMONT,555989,DOMESTIC
011172,SUPPLE LLC/AZPACK,565167,DOMESTIC
011204,CASK/ROADHOUSE BREWING CO,562847,DOMESTIC
011206,PABLO PUIG TRESS,570847,DOMESTIC
011168,HOLIDAILY BREWING CO/GOLDEN,549036,DOMESTIC
011148,MIDWEST-HEALTH/BEV-HUB/WICHITA,558021,DOMESTIC
011084,VICTORY PACKAGING DANCING GNOME,555284,DOMESTIC
011210,CHAMELEON BEVERAGE COMPANY INC,559411,DOMESTIC
011210,CHAMELEON BEVERAGE COMPANY INC,568501,DOMESTIC
011089,VINTNERS LOGISTICS,522845,DOMESTIC
011159,ZUCKERMAN HONICKMAN/BISSELL BROTHER BREW,562521,DOMESTIC
011178,AXIS BEVERAGES/ALMANAC BEER CO,565386,DOMESTIC
011178,AXIS BEVERAGES/ALMANAC BEER CO,559496,DOMESTIC
011174,CASK/IOWA BREWING,558426,DOMESTIC
011274,YOUNG LIVING ESSENTIALS OILS/BLUE CHIP,573458,DOMESTIC
011243,STRATUS GROUP/BLUE MARBLE PRODUCTIONS,574063,DOMESTIC
011239,FALLING PIANO BREWING SA DE CV,574928,DOMESTIC
011166,CASK/BRICK RIVER CIDER,558362,DOMESTIC
011166,CASK/BRICK RIVER CIDER,565263,DOMESTIC
011207,MOTHERS BREWING COMPANY/GRANT AVE,553123,DOMESTIC
011175,GAMER PACKAGING /PRAIRIE BREWING CO,557503,DOMESTIC
011283,DAIRY FARMERS OF AMERICA/CABOOL SHELTON,565870,DOMESTIC
011192,BATTLE BORN,559947,DOMESTIC
011220,PACIFIC METALS LIMITED,504701,DOMESTIC
011114,WILD ACRE BREWING,503898,
011221,BEVSOURCE/LUPULIN BREWING COMPANY,552260,DOMESTIC
011221,BEVSOURCE/LUPULIN BREWING COMPANY,582274,DOMESTIC
011121,WISCONSIN ALUMINUM FOUNDRY,498048,DOMESTIC
011121,WISCONSIN ALUMINUM FOUNDRY,497555,DOMESTIC
011123,WISPAK DYERSBURG,39386,
011139,YUKON BREW,540103,DOMESTIC
011142,ZIMMER SA DE CV,484447,
011144,ROSALES GONZALEZ OLIVER MAURICIO,565538,INTERNATIONAL
011146,OTHER HALF BREWING/SMITH STREET,535363,DOMESTIC
011149,ZUCKERMAN HONICKMAN/VICTORY PACKAGING,555102,DOMESTIC
011149,ZUCKERMAN HONICKMAN/VICTORY PACKAGING,567947,DOMESTIC
011152,26 DEGREE BREWING CO LLC,509544,DOMESTIC
011153,JDZ INC DBA ALE SMITH BREWING CO,501139,DOMESTIC
011154,BERLIN PACKAGING/BEARDED IRIS,533915,DOMESTIC
011155,DELTA BREWING CO/MOBILE ST,546433,DOMESTIC
011156,HOXIE GROUP/22 HUNDRED CELLARS,506061,DOMESTIC
011158,GASTOWN/STEAMWORKS BREWERY,555997,DOMESTIC
011161,ZUCKERMAN HONICKMAN/KALIL BOTTLING,551507,DOMESTIC
011163,ZUCKERMAN HONICKMAN/3D ENERGY-INTERMODAL,562222,DOMESTIC
011164,LENGTHWISE BREWING,555461,DOMESTIC
011165,BEVSOURCE/CERVECERIA CALIDAD,536008,DOMESTIC
011214,DV SPIRITS/LEVECKE CORPORATION,558418,DOMESTIC
011214,DV SPIRITS/LEVECKE CORPORATION,572439,DOMESTIC
011167,RGBEV S A DE C V,564711,INTERNATIONAL
011169,VICTORY PACKAGING/TRACY,558231,DOMESTIC
011171,CASK/THE GREAT LAKES COFFEE ROASTIN CO,556017,DOMESTIC
011173,CASK/MEHANA BREWING,557731,DOMESTIC
011176,VITAL PHARMACEUTICALS/KDP HOUSTON,564172,DOMESTIC
011177,CASK/APRCH LLC,559963,DOMESTIC
011179,EMR GOLD METAL RECYCLING ,508971,DOMESTIC
011180,ZUCKER HONICKMAN/REAL BEAUTY FOOD,567226,DOMESTIC
011181,PHUSION PROJECTS LLC /WAUNAKEE,563508,DOMESTIC
011182,FOUR CORNERS BREWING CO/ARLINGTON,565280,DOMESTIC
011183,BERLIN PACKAGING /DALLAS,530298,DOMESTIC
011184,BREWED BY FIRE LLC/TUCSON,562986,DOMESTIC
011185,BEVSOURCE/RIGHTWATER INC,562273,DOMESTIC
011186,MANANALU/BLUE MARBLE PRODUCTIONS,565351,DOMESTIC
011187,PALESTINA MORENO ANDRES,565554,INTERNATIONAL
011190,POSITIVE BEVERAGE SANTA ANA,564017,DOMESTIC
011191,OLD ABBEY ALES,495883,DOMESTIC
011194,ABLIS LLC STEVENSON,567752,DOMESTIC
011195,SAN BENITO FOODS,331902,DOMESTIC
011196,RESURGENCE BREWING,479390,DOMESTIC
011198,NEW HOLLAND BREWING CO/GREAT LAKES WHSE,545561,
011199,DPSG/VERNON,547250,DOMESTIC
011201,CASA BRASIL INC/INDEPENDENCE BREWING,564201,INTERNATIONAL
011202,WEST COAST CANNING,537318,DOMESTIC
011203,BLUE CAN WATER,512701,DOMESTIC
011205,CASK/TAMARACK JACKS HONEY AND MEADERY,565301,DOMESTIC
011208,CASK/AVANT-GARDE ARTISANS BRASSEURS,562741,INTERNATIONAL
011209,CASK/M SPECIAL,564842,DOMESTIC
011209,CASK/M SPECIAL,573124,DOMESTIC
011211,CASK/RIVERBEND BREWING,484050,DOMESTIC
011213,DAZBOG COFFEE COMPANY,559269,DOMESTIC
011215,ORORA PACKAGING SOLUTIONS/RB DWYER,543881,DOMESTIC
011216,FINESTKIND BREWING LLC,532761,DOMESTIC
011217,STORM PEAK BREWING COMPANY,559576,DOMESTIC
011218,JUAN ANTONIO RUIZ CALLEJO,564279,INTERNATIONAL
011222,K&K METAL RECYCLING ,514829,DOMESTIC
011223,SAXCO INTERNATIONAL/CONKLIN,566661,INTERNATIONAL
011224,MERIT ALUMINUM,529828,DOMESTIC
011225,CRAZY COWBOY/LIONS BREWING,518475,DOMESTIC
011226,BONEYARD ELXIR,564957,DOMESTIC
011227,CASK/VERGER HEMMINGFORD,555364,DOMESTIC
011228,CASK/FLORIDA KEYS BREWING CO,567883,DOMESTIC
011232,CASK/105 WEST BREWING COMPANY LLC,562661,DOMESTIC
011233,MANANTIALES PENAFIEL/TEHUACAN,509077,INTERNATIONAL
011236,BRANDFUSION/NATIONAL DRY LIMITED,555073,DOMESTIC
011237,CASK/STATE 48 BREWERY,567867,DOMESTIC
011240,OSKAR BLUES/LUCKY CLOVER PACKAGING SACRA,567980,DOMESTIC
011241,GASTOWN/STEAMWORKS RICHMOND,574055,DOMESTIC
011242,TALKINGRAIN BEVERAGE/PRESTON,541675,DOMESTIC
011244,SIX POINT CIDER/TWISP AIRPORT RD,558573,DOMESTIC
011246,HUMBLE SEA BREWING CO,561967,DOMESTIC
011248,AB RECYCLING/AB/BEREA,34121,DOMESTIC
011249,MANANTIALES PENAFIEL SA DE CV,497993,INTERNATIONAL
011250,CASK/BRAMPTON WHSE USD,31413,
011251,IBC/CHARLOTTE-PLANT,483831,
011252,CASK/FARMERY SHERWAY WAREHOUSE,492703,
011254,TABLE BLUFF BREWING DBA LOST COAST/WHSE,495963,
011255,STEEL TOE BREWING/WAREHOUSE,498161,
011255,STEEL TOE BREWING/WAREHOUSE,555268,
011256,HAWAIIAN OLA/WAREHOUSE,507670,
011257,STONE BREWING/WAREHOUSE,515311,
011258,FAR WEST BREW DBA FIELD WAREHOUSE,522482,
011272,FLYING TIGER BREWERY/MONROE,492543,DOMESTIC
011259,AVONDALE BREWING COMPANY/WHSE,529203,
011273,FABIAN OROZCO ROBLES,575082,DOMESTIC
011260,BERLIN PACKAGING/BIAGI WAREHOUSE - ONTARIO CA,531987,
011261,BERLIN/MEGA WAREHOUSE,531995,
011276,MARTIN HOUSE BREWING COMPANY,553406,DOMESTIC
011262,MILLERCOORS/TERRAPIN BEER-WAREHOUSE,541624,
011263,OCEAN SPRAY/KENOSHA PLANT,541827,
011264,DIAGEO/MIDWEST WAREHOUSE AND DISTRIB,544083,
011265,SAGE MIXOLOGY/BW WAREHOUSE,550491,
011266,TWEED INC/CONSUMABLES WAREHOUSE,553078,
011267,ROCKSTAR/AZPACK CANNING-WHSE,484826,
011268,QUEST BEVERAGES/EAGLE DRAYAGE & WHSE,557360,
011269,LAGUNITAS BREWING/PETALUMA ADOBE WHSE,555196,
011270,CCNA/ATLANTA BEVERAGE BASE PLANT,565458,
011271,ROCKSTAR/AZPACK FARMER WHSE,565909,
011284,BEV HUB / BOLD BREW COFFEE INC,539292,DOMESTIC
011288,MONSTER ENERGY/CARRIBBEAN BOTTLERS LTD,548885,INTERNATIONAL
011289,SAPUTO DAIRY FDS MURRAY USCS / MURRAY KY,68217602,
011290,BUSH BROTHERS/ DANDRIDGE TN,924202,
011291,KIK CUSTOM PRODUCTS,253804,
011292,DOW  CHEMICAL / WILMINGTON,24548403,
011293,BURNETTE FOODS NEW ERA,4264901,
011294,CRC INDUSTRIES INC / WARMINSTER PA,12817503,
011295,ABBOTT ALTAVISTA VA,5124305,
011296,SPRAY PAK INC / VAUGHN,80724103,
011297,ZIP KOMBUCHA LLC/ALASKA TRAFFIC COMPANY,538564,DOMESTIC
011298,BREWERY BHAVANA/SOUTH BLOODWORTH,553625,DOMESTIC
011299,NEIL JONES/VANCOUVER WA / VANCOUVER WA,3319003,
011300,CANTRIBE/LINCOLN,564084,DOMESTIC
011301,MIKKELLER BREWING/STELLA POLLY,574661,DOMESTIC
011302,MORENOS BEER SA DE CV,577432,INTERNATIONAL
011303,CERVECERA CYPREZ SA DE CV,577467,INTERNATIONAL
011304,KROS STRAIN BREWING,567453,DOMESTIC
011305,JONES SODA/LION BREWING,557600,DOMESTIC
011306,CASK/SILVER HARBOR BREWING,568173,DOMESTIC
011307,SAPUTO DAIRY FD/ULTRA USCS / DELHI NY,68217202,
011308,SPECTRUM BRAND (FORMERLY UNITED),15960001,
011309,TECHNICAL CHEMICAL C - CLEBURNE TX,84640002,
011310,PLAZE PACIFIC,67280009,
011311,CRIDER FOODS - STILLMORE GA,1456701,
011312,MERIDAN FOODS,3928402,
011313,HORMEL TUCKER,2824805,
011314,PLAZE ST CLAIR,67280003,
011315,RED GOLD ORESTES,4916803,
011316,CASK/SHUSWAP LAKE BREWING COMPANY,492640,DOMESTIC
011317,PBC/MESQUITE,30728,DOMESTIC
011318,CARIBBEAN DISTILLERS/WINTER HAVEN,495921,DOMESTIC
011319,BERLIN PACKAGING/HAZELWOOD,537465,DOMESTIC
011320,VNGR BEVERAGES LLC/BISHOP CIDER,573482,
011321,BERLIN PACKAGING/DAYTON BEER COMPANY,568253,DOMESTIC
011322,ROCK ART BREWERY LLC,575023,DOMESTIC
011323,LION BREWERY INC/PENNSYLVANIA,574389,DOMESTIC
011325,STRAIGHTAWAY,566645,
011326,BEVSOURCE/MEIERS BEVERAGE GROUP,560551,DOMESTIC
011329,CCBCC/PORTLAND,506108,DOMESTIC
011330,STONE BREWING/RICHMOND,512283,
011331,COKE HOLLYWOOD,32395,
011358,CASK/DRU BRU,575189,DOMESTIC
011359,WILCRAFT CAN LLC/MILWAUKEE,572447,DOMESTIC
011360,SLEEMAN/OKANAGAN SPGS/REFRESCO CALGARY,576106,INTERNATIONAL
011361,AMWAY_ACCESS BUSINESS GROUP/SPAULDING PL,576915,DOMESTIC
011362,VICTORY PACKAGING/COLUMBUS,568181,DOMESTIC
011363,CARIBBEAN DISTILLERS CO-AUB,100124,DOMESTIC
011364,CASK/EL SEGUNDO BREWING CO,563989,DOMESTIC
011365,DYNAMITE BREWING LLC DBA SHORT FUSE BREW,520241,DOMESTIC
011366,CANN/EPIC BROS ENTERPRISES,576739,DOMESTIC
011367,ZEVIA LLC/ACME DISTRIBUTION,578283,DOMESTIC
011368,STEPHEN GOULD CORPORATION/COLUMBUS BREW,577723,DOMESTIC
011369,NEW PROVINCE BREWING CO,505771,DOMESTIC
011370,CASK/MARSHALL BREWING,572455,DOMESTIC
011371,PROXIMO DISTILLERS LLC/REFRESCO,576114,DOMESTIC
011372,BERLIN PACKAGING/BIG STORM BREWERY LLC,536770,DOMESTIC
011373,CASK/BRASSEURS DU MONDE,485909,INTERNATIONAL
011374,JORDAN MANUFACTURING,368825,DOMESTIC
011375,CCGL/NILES,579817,DOMESTIC
011376,CENTRAL CITY BREWERS & DISTILLER/TIMAX,575980,DOMESTIC
011377,ANCHORAGE BREWING LLC - 509991,509991,DOMESTIC
011378,MILLERCOORS/MILLER/CITY BREWING,40942,
011379,REIGN WATER CO/TIGER,574995,
011380,GLANBIA PERFORMANCE NUTRITION/AZPACK,579075,
011381,JEDO HOLDINGS LLC DBA NORTHSTAR/NABER AV,572720,
011382,SAXCO INTERNATIONAL/PORTSMOUTH,529941,
011383,CASK/FARMSTRONG BREWING CO,572261,
011384,PIGEON HILL BREWING COMPANY,555436,
011385,CASK/ALLEY KAT BREWING COMPANY,567832,
011386,BEVSOURCE/REFRESCO CANADA INC,568288,
011387,HUBBUB BREWING LLC SOULCRAFT BREWING,575306,
011388,DETROIT RIVERTON BREW CO/ABBOTT,266141,
011389,NOCA BEVERAGES/CRAFTPACK LLC,557036,
011390,CASK/WILD ACRE,578591,
011391,JERSEY CIDER WORKS/LEBANON,534248,
011392,CASK/DEVILS FOOT BEVERAGE,575197,
011393,A TO Z WINEWORKS/NEWBERG,576958,
011394,GRUPO CANNERIA S DE RL DE CV,542045,
011395,FRANCISCO JAVIER CADENA SOLIS,582119,
011396,CASK/WIBBY BREWING,575752,
011397,MAIN STREET BEV DBA WALLABY BEV/LEHRKIND,560542,
011398,CASK/MEDICINE HAT BREWING,499972,
011399,ARIZONA BEVERAGE/D'ANGELO,40977,
011400,PBC/SACRAMENTO/PFLUG PACKAGING & FULFILL,581044,
011401,BELCHING BEAVER BREWERY INC,550221,
011402,LANGER JUICE COMPANY/SONOMA BEVERAGE,581204,
011403,BEV ASSOC/EVANSVILLE,38068,
